givenAnswer,expectedAnswer,chartType,colorType,UID,firstTryError,actualError
0.2225,0.249685,pie,color,Pooja 2,-2.716101927,1.507667804
0.905,0.794552,pie,color,Pooja 2,-2.086519627,3.481531449
0.285,0.421875,pie,color,Pooja 2,-1.933049756,3.787902559
0.33,0.43128,pie,color,Pooja 2,-2.143819019,3.357974195
0.8925,0.767442,pie,color,Pooja 2,-1.999665334,3.658874113
0.2775,0.38175,pie,color,Pooja 2,-2.125006361,3.399171094
0.6625,0.527027,pie,color,Pooja 2,-1.940794261,3.773184053
0.12,0.195567,pie,color,Pooja 2,-2.317843841,2.941425622
0.3025,0.244256,donut,color,Pooja 2,-2.448162134,2.572744179
0.1325,0.172691,donut,color,Pooja 2,-2.597793007,2.051058817
0.62,0.617696,donut,color,Pooja 2,-2.973650344,-1.492484414
1,0.855634,donut,color,Pooja 2,-1.892360333,3.86409698
0.4125,0.416517,donut,color,Pooja 2,-2.954366919,-0.924946635
0.3875,0.374699,donut,color,Pooja 2,-2.859341737,0.49067281
0.4325,0.374088,donut,color,Pooja 2,-2.446840062,2.576812341
0.85,0.770964,donut,color,Pooja 2,-2.293104372,3.005148437
0.9025,0.963432,donut,color,Pooja 2,-2.427153007,2.63649702
0.17,0.177054,donut,color,Pooja 2,-2.920800093,-0.268121651
0.36,0.318954,bar,color,Pooja 3,-2.590345126,2.080521232
0.4975,0.430682,bar,color,Pooja 3,-2.382189987,2.766976721
0.2425,0.291789,bar,color,Pooja 3,-2.520446576,2.337397118
0.1925,0.265924,bar,color,Pooja 3,-2.33334156,2.900606013
0.1625,0.231579,bar,color,Pooja 3,-2.365284073,2.814119704
0.365,0.380096,bar,color,Pooja 3,-2.83551233,0.70893764
0.365,0.470483,bar,color,Pooja 3,-2.117267751,3.415934396
0.875,0.965217,bar,color,Pooja 3,-2.216136054,3.193251333
0.1075,0.123209,bar,color,Pooja 3,-2.829213486,0.762051103
0.9525,0.941624,bar,color,Pooja 3,-2.879637442,0.278103728
0.75,0.735491,pie,color,Pooja 3,-2.841569899,0.65617599
0.57,0.474886,pie,color,Pooja 3,-2.183677186,3.26849428
1,0.911765,pie,color,Pooja 3,-2.229483836,3.16164587
0.895,0.826415,pie,color,Pooja 3,-2.368960926,2.80395027
0.575,0.483553,pie,color,Pooja 3,-2.20791429,3.212522649
0.9225,0.989426,pie,color,Pooja 3,-2.38137793,2.769263957
0.0875,0.187179,pie,color,Pooja 3,-2.154062808,3.335268859
0.2425,0.305106,pie,color,Pooja 3,-2.414222126,2.674822184
0.9075,0.938372,pie,color,Pooja 3,-2.681566301,1.683561722
0.8225,0.608974,pie,color,Pooja 3,-1.562661453,4.424760884
0.9425,0.913869,donut,color,Pooja 3,-2.702458739,1.57922843
0.8775,0.812859,donut,color,Pooja 3,-2.398657189,2.720081422
0.2775,0.326299,donut,color,Pooja 3,-2.524508314,2.323341244
0.1875,0.360704,donut,color,Pooja 3,-1.745628485,4.124774772
0.81,0.844948,donut,color,Pooja 3,-2.644325142,1.855909988
0.52,0.524324,donut,color,Pooja 3,-2.950938059,-0.843215092
0.7175,0.591781,donut,color,Pooja 3,-1.995856764,3.666404395
0.04,0.1262,donut,color,Pooja 3,-2.24331826,3.128458384
0.255,0.34386,donut,color,Pooja 3,-2.225261426,3.171687219
0.035,0.120385,donut,color,Pooja 3,-2.248896248,3.114949983
0.9625,0.926471,bar,color,Haley 1,-2.634607566,1.898363161
0.24,0.248235,bar,color,Haley 1,-2.907954976,-0.076280321
0.745,0.728246,bar,color,Haley 1,-2.818538649,0.84831747
0.4725,0.560261,bar,color,Haley 1,-2.232694372,3.153983636
0.3175,0.317716,bar,color,Haley 1,-2.997509174,-2.770042991
0.8075,0.78282,bar,color,Haley 1,-2.740046631,1.374622206
1,0.982222,bar,color,Haley 1,-2.808154397,0.92812393
0.685,0.676072,bar,color,Haley 1,-2.900470482,0.025454096
0.4525,0.505747,bar,color,Haley 1,-2.488050299,2.446176813
0.785,0.708696,bar,color,Haley 1,-2.312552255,2.955201193
0.2625,0.383966,pie,color,Haley 1,-2.020539454,3.617251458
1,0.941176,pie,color,Haley 1,-2.443602958,2.586740728
0.3225,0.531157,pie,color,Haley 1,-1.583562324,4.391678373
0.5175,0.479058,pie,color,Haley 1,-2.613149332,1.988848259
0.205,0.289256,pie,color,Haley 1,-2.256659105,3.096025658
0.2525,0.310065,pie,color,Haley 1,-2.453517886,2.556184143
0.6,0.589708,pie,color,Haley 1,-2.885851562,0.206893236
0.7525,0.742033,pie,color,Haley 1,-2.883986644,0.228603232
0.815,0.765557,pie,color,Haley 1,-2.519172388,2.341786545
0.255,0.354409,pie,color,Haley 1,-2.155797558,3.331404265
0.5025,0.49177,donut,color,Haley 1,-2.881188464,0.260627908
0.2525,0.291667,donut,color,Haley 1,-2.606763942,2.01496224
0.2575,0.316686,donut,color,Haley 1,-2.440764689,2.595408178
0.4525,0.597137,donut,color,Haley 1,-1.890909616,3.866779425
0.65,0.676571,donut,color,Haley 1,-2.721934345,1.476174277
0.6025,0.614183,donut,color,Haley 1,-2.871094277,0.371056968
0.9025,0.980743,donut,color,Haley 1,-2.29872243,2.990827825
0.8575,0.774194,donut,color,Haley 1,-2.2632237,3.07990713
0.65,0.6,donut,color,Haley 1,-2.514573173,2.357552005
0.2025,0.264524,donut,color,Haley 1,-2.418704678,2.661612802
0.2,0.26178,bar,color,Haley 2,-2.420588112,2.656038663
0.9775,0.968391,bar,color,Haley 2,-2.898522036,0.05088474
0.995,0.98622,bar,color,Haley 2,-2.902065645,0.004321606
0.8075,0.733607,bar,color,Haley 2,-2.329935593,2.909638715
0.5925,0.564551,bar,color,Haley 2,-2.70887742,1.545918961
0.45,0.42069,bar,color,Haley 2,-2.696096537,1.611644543
0.9,0.878342,bar,color,Haley 2,-2.769472325,1.195851509
0.715,0.663625,bar,color,Haley 2,-2.503282012,2.395748328
0.3,0.352174,bar,color,Haley 2,-2.496761189,2.417487999
0.8,0.749672,bar,color,Haley 2,-2.511871681,2.366755832
0.335,0.367311,pie,color,Haley 2,-2.66830854,1.746785704
0.3325,0.318898,pie,color,Haley 2,-2.850980019,0.57065722
0.8525,0.932584,pie,color,Haley 2,-2.285713153,3.023858567
0.8025,0.630105,pie,color,Haley 2,-1.749547703,4.118068965
0.3475,0.387097,pie,color,Haley 2,-2.602990054,2.030230124
0.8375,0.674113,pie,color,Haley 2,-1.793921963,4.041216694
0.4,0.478455,pie,color,Haley 2,-2.297218359,2.994670229
0.985,0.989583,pie,color,Haley 2,-2.948051631,-0.777690021
0.94,0.88604,pie,color,Haley 2,-2.482290933,2.464929601
0.7625,0.652941,pie,color,Haley 2,-2.091977237,3.470003158
0.5625,0.525036,donut,color,Haley 2,-2.621808025,1.952855377
0.17,0.189944,donut,color,Haley 2,-2.786432481,1.083655897
0.6125,0.64411,donut,color,Haley 2,-2.674751759,1.71633248
0.07,0.064982,donut,color,Haley 2,-2.943216728,-0.673922915
0.845,0.974504,donut,color,Haley 2,-1.974239764,3.708783177
0.6275,0.75817,donut,color,Haley 2,-1.967645208,3.721591399
0.525,0.622093,donut,color,Haley 2,-2.170764173,3.297822366
0.8475,0.882236,donut,color,Haley 2,-2.646238603,1.847435749
0.895,0.758621,donut,color,Haley 2,-1.93578486,3.782712589
0.7075,0.6629,donut,color,Haley 2,-2.559791925,2.196921734
0.7575,0.674667,bar,color,Haley 3,-2.266503349,3.071814144
0.735,0.69774,bar,color,Haley 3,-2.623620701,1.945233123
0.2525,0.27674,bar,color,Haley 3,-2.74429383,1.349931373
0.0975,0.102015,bar,color,Haley 3,-2.948808899,-0.794607487
0.125,0.184282,bar,color,Haley 3,-2.440012934,2.597698019
0.875,0.711957,bar,color,Haley 3,-1.795643897,4.038199108
0.8525,0.844872,bar,color,Haley 3,-2.91454271,-0.171693386
0.4025,0.391228,bar,color,Haley 3,-2.875438935,0.324465006
0.085,0.094626,bar,color,Haley 3,-2.892971034,0.121148057
0.7525,0.705491,bar,color,Haley 3,-2.539444042,2.270798021
0.88,0.836047,pie,color,Haley 3,-2.565306127,2.176418524
0.7325,0.566225,pie,color,Haley 3,-1.779546214,4.066304502
0.855,0.939247,pie,color,Haley 3,-2.256721156,3.095873798
0.605,0.762689,pie,color,Haley 3,-1.822712349,3.990401267
0.5325,0.659091,pie,color,Haley 3,-1.99084778,3.676278693
0.155,0.121462,pie,color,Haley 3,-2.657099413,1.798589739
0.9175,0.957411,pie,color,Haley 3,-2.600240461,2.041278033
0.18,0.161364,pie,color,Haley 3,-2.799510713,0.991753112
0.445,0.581114,pie,color,Haley 3,-1.937248283,3.779932051
0.1175,0.187721,pie,color,Haley 3,-2.356819842,2.837357974
0.1525,0.096308,donut,color,Haley 3,-2.464408836,2.522105981
0.135,0.157093,donut,color,Haley 3,-2.765199503,1.222989986
0.675,0.548282,donut,color,Haley 3,-1.99011971,3.677711186
0.5,0.53578,donut,color,Haley 3,-2.636840139,1.88869455
0.655,0.514599,donut,color,Haley 3,-1.913754288,3.824268881
0.4,0.362416,donut,color,Haley 3,-2.620742807,1.957320316
0.93,0.938531,donut,color,Haley 3,-2.904753384,-0.031946122
0.4375,0.462725,donut,color,Haley 3,-2.734803173,1.404630684
0.95,0.90856,donut,color,Haley 3,-2.586925901,2.093898163
0.115,0.076655,donut,color,Haley 3,-2.6140058,1.98531826
0.85,0.887052,bar,color,Alex 3,-2.625471269,1.937419727
0.75,0.722034,bar,color,Alex 3,-2.708717076,1.54675867
0.3,0.33427,bar,color,Alex 3,-2.650453548,1.828631582
0.15,0.162641,bar,color,Alex 3,-2.861017816,0.474150461
0.1275,0.176611,bar,color,Alex 3,-2.521920742,2.33230693
0.85,0.810169,bar,color,Alex 3,-2.600940497,2.0384713
0.4,0.3397,bar,color,Alex 3,-2.432065214,2.621758857
0.1325,0.214286,bar,color,Alex 3,-2.27378958,3.053736948
0.55,0.552901,bar,color,Alex 3,-2.966900551,-1.268469163
0.85,0.841202,bar,color,Alex 3,-2.901871544,0.006908369
0.4525,0.45,pie,color,Alex 3,-2.971430848,-1.415037499
0.86,0.818432,pie,color,Alex 3,-2.585816829,2.09821741
0.6625,0.616262,pie,color,Alex 3,-2.545925204,2.247562997
0.6,0.413133,pie,color,Alex 3,-1.680997192,4.233558325
0.0975,0.128485,pie,color,Alex 3,-2.680520793,1.688627983
0.4,0.347291,pie,color,Alex 3,-2.492411347,2.431863612
0.7025,0.607306,pie,color,Alex 3,-2.183152937,3.269691488
0.5,0.567342,pie,color,Alex 3,-2.378254269,2.778040322
0.7875,0.655006,pie,color,Alex 3,-1.957389279,3.741402266
0.9525,0.739653,pie,color,Alex 3,-1.56555805,4.420192675
0.7975,0.648968,donut,color,Alex 3,-1.870218474,3.904792354
0.7025,0.569405,donut,color,Alex 3,-1.954025902,3.747870724
0.7075,0.623967,donut,color,Alex 3,-2.261652389,3.083775016
0.595,0.680507,donut,color,Alex 3,-2.248059887,3.116980166
0.74,0.723684,donut,color,Alex 3,-2.823003276,0.812785709
0.1525,0.253766,donut,color,Alex 3,-2.143908281,3.357777188
0.6575,0.697345,donut,color,Alex 3,-2.600817966,2.038962873
0.9,0.96875,donut,color,Alex 3,-2.367731785,2.807354922
0.9525,0.964692,donut,color,Alex 3,-2.865731738,0.426747809
0.195,0.250789,donut,color,Alex 3,-2.467621194,2.511948689
0.445,0.532544,bar,color,Brian 1,-2.234166562,3.150462194
0.0975,0.110821,bar,color,Brian 1,-2.853907891,0.543099892
0.8775,0.864286,bar,color,Brian 1,-2.855024338,0.532466583
0.3075,0.349227,bar,color,Brian 1,-2.58444034,2.103564779
0.34,0.357143,bar,color,Brian 1,-2.814585041,0.879156811
0.5975,0.606061,bar,color,Brian 1,-2.904429295,-0.027527902
0.835,0.85036,bar,color,Brian 1,-2.832796242,0.732052073
0.435,0.452874,bar,color,Brian 1,-2.807184694,0.935384311
0.77,0.774233,bar,color,Brian 1,-2.951953582,-0.866962621
0.73,0.759587,bar,color,Brian 1,-2.693509094,1.624662418
0.51,0.574037,pie,color,Brian 1,-2.403259456,2.70679575
0.105,0.171134,pie,color,Brian 1,-2.387343659,2.752406071
0.805,0.722154,pie,color,Brian 1,-2.266413111,3.072037181
0.15,0.160853,pie,color,Brian 1,-2.87988167,0.275364696
0.8575,0.494935,pie,color,Brian 1,-1.03633353,5.185133121
0.7025,0.909465,pie,color,Brian 1,-1.590896953,4.3800021
0.4275,0.343234,pie,color,Brian 1,-2.256590163,3.096194373
0.7575,0.646396,pie,color,Brian 1,-2.082505611,3.489979583
1,0.945652,pie,color,Brian 1,-2.479166438,2.475032987
0.92,0.83053,pie,color,Brian 1,-2.221152237,3.18142064
0.5,0.4811,donut,color,Brian 1,-2.796861503,1.010779839
1,0.858974,donut,color,Brian 1,-1.910360841,3.830620415
0.055,0.119306,donut,color,Brian 1,-2.401207957,2.712727829
0.34,0.389365,donut,color,Brian 1,-2.519817616,2.339564998
0.3975,0.569817,donut,color,Brian 1,-1.749926139,4.117420772
0.65,0.418468,donut,color,Brian 1,-1.487896525,4.5409076
0.9025,0.764858,donut,color,Brian 1,-1.928830454,3.795891599
0.2025,0.228632,donut,color,Brian 1,-2.726118932,1.453227826
0.4575,0.257463,donut,color,Brian 1,-1.621324141,4.331182095
0.33,0.326113,donut,color,Brian 1,-2.955821339,-0.961002021
0.1,0.119448698,bar,color,Brian 2,-2.791370895,1.049540021
0.8,0.842666667,bar,color,Brian 2,-2.576332193,2.134768567
0.05,0.069645204,bar,color,Brian 2,-2.789409606,1.063171844
0.3475,0.352769679,bar,color,Brian 2,-2.940426767,-0.617127161
0.8475,0.863095238,bar,color,Brian 2,-2.830380364,0.752340812
0.3325,0.360774818,bar,color,Brian 2,-2.705807403,1.561928166
0.95,0.932160804,bar,color,Brian 2,-2.807536176,0.932756341
0.33,0.395765472,bar,color,Brian 2,-2.390128024,2.744494212
0.6,0.613545817,bar,color,Brian 2,-2.851564942,0.565189362
0.5,0.49103139,bar,color,Brian 2,-2.90003309,0.031198965
0.5,0.456214689,pie,color,Brian 2,-2.56673874,2.171056624
0.5,0.483050847,pie,color,Brian 2,-2.816553854,0.863871308
0.9,0.898854962,pie,color,Brian 2,-2.986844637,-2.061879549
0.3325,0.37613489,pie,color,Brian 2,-2.568025039,2.166229859
0.2,0.195777351,pie,color,Brian 2,-2.95206914,-0.869688766
0.9,0.922522523,pie,color,Brian 2,-2.76099286,1.249295026
0.8,0.820023838,pie,color,Brian 2,-2.785638035,1.089080333
0.75,0.772020725,pie,color,Brian 2,-2.765908554,1.218516159
0.5,0.568259386,pie,color,Brian 2,-2.371389612,2.797207801
0.1,0.119496855,pie,color,Brian 2,-2.790890002,1.052892656
0.6,0.679442509,donut,color,Brian 2,-2.290232893,3.012434749
0.75,0.735985533,donut,color,Brian 2,-2.846693065,0.610177215
0.1,0.169717138,donut,color,Brian 2,-2.360548227,2.827151126
0.5,0.48447205,donut,color,Brian 2,-2.831070994,0.746566452
0.15,0.17581187,donut,color,Brian 2,-2.729178111,1.436261534
0.3325,0.337756333,donut,color,Brian 2,-2.940574578,-0.620083432
0.9,0.945273632,donut,color,Brian 2,-2.554073053,2.217963729
0.2,0.201694915,donut,color,Brian 2,-2.980569473,-1.763702101
0.75,0.722021661,donut,color,Brian 2,-2.708600706,1.547367845
0.8525,0.947630923,donut,color,Brian 2,-2.183566272,3.268747617
0.24,0.280653951,bar,color,Brian 3,-2.593755481,2.067086278
0.875,0.779310345,bar,color,Brian 3,-2.179909091,3.277086948
0.5125,0.464,bar,color,Brian 3,-2.526992432,2.314696526
0.5125,0.474722565,bar,color,Brian 3,-2.619027375,1.964488648
0.6775,0.510736196,bar,color,Brian 3,-1.77712718,4.070507864
0.6075,0.422764228,bar,color,Brian 3,-1.690890083,4.217120354
0.5025,0.537735849,bar,color,Brian 3,-2.641731142,1.867337025
0.05,0.076030928,bar,color,Brian 3,-2.727084081,1.447892721
0.9025,0.874285714,bar,color,Brian 3,-2.706377272,1.558967306
0.805,0.684275184,bar,color,Brian 3,-2.024884531,3.608511402
0.505,0.700772201,pie,color,Brian 3,-1.640378976,4.300286301
1,0.983263598,pie,color,Brian 3,-2.818717763,0.846906619
1,0.905013193,pie,color,Brian 3,-2.18451109,3.266588777
0.5025,0.432396252,pie,color,Brian 3,-2.357686602,2.834989212
0.75,0.625858124,pie,color,Brian 3,-2.004960563,3.648371975
1,0.914317926,pie,color,Brian 3,-2.246860528,3.119888564
0.5,0.39408867,pie,color,Brian 3,-2.114589132,3.421712487
1,0.991820041,pie,color,Brian 3,-2.908551094,-0.084676597
0.2025,0.349442379,pie,color,Brian 3,-1.878627099,3.889399352
0.8,0.874221669,pie,color,Brian 3,-2.327553519,2.915935179
0.8,0.966850829,donut,color,Brian 3,-1.776696929,4.071254934
0.61,0.567656766,donut,color,Brian 3,-2.579117874,2.124104235
0.9025,0.9527897,donut,color,Brian 3,-2.512186869,2.36568414
0.2025,0.366843034,donut,color,Brian 3,-1.789147184,4.049570079
0.2025,0.41,donut,color,Brian 3,-1.588573754,4.383704292
0.8025,0.955156951,donut,color,Brian 3,-1.848624581,3.943986485
0.8025,0.736842105,donut,color,Brian 3,-2.390941822,2.742176456
0.05,0.069333333,donut,color,Brian 3,-2.792523574,1.041476613
0.8,0.667522465,donut,color,Brian 3,-1.957481533,3.741224647
0.8,0.673728814,donut,color,Brian 3,-1.992682852,3.672665047
